Starting batch job
/oak/stanford/orgs/kipac/users/mahlet/quaia_bias/scripts/sample.py:332: SyntaxWarning: invalid escape sequence '\g'
  print('$M_i\geq{}$'.format(args.Lmax)) #L_bins[args.i], z_bins[args.j], z_bins[args.j+1]))
/oak/stanford/orgs/kipac/users/mahlet/quaia_bias/scripts/sample.py:418: SyntaxWarning: invalid escape sequence '\g'
  fig.suptitle('$M_i\geq{}, {:.1f}<z \leq{:.1f}$'.format(args.Lmax, args.zmin, args.zmax), fontsize = 20, y = 1, x = 0.375)
/home/groups/tabel/mahlet/pyccl-env/lib/python3.12/site-packages/mcfit/kernels.py:10: SyntaxWarning: invalid escape sequence '\l'
  """Real deriv is wrt :math:`t`, complex deriv is wrt :math:`\ln t`"""
$M_i\geq-26.0$
2.0<z<=3.0
Pixels masked by MC but not already by selfunc: 2573
G20.5_zmin2.0zmax3.0_Lmax-26.0: 0.29              184109 vs 259755
running new sampler
/oak/stanford/orgs/kipac/users/mahlet/quaia_bias/scripts/sample.py:146: RuntimeWarning: invalid value encountered in power
  n_m = fduty*((bins_m-M0)/M1)**alpha

0it [00:00, ?it/s]
1it [00:00,  3.05it/s, bound: 0 | nc: 1 | ncall: 501 | eff(%):  0.200 | loglstar:   -inf < -2563.439 <    inf | logz: -2570.349 +/-  0.117 | dlogz:    inf >  0.010]
2it [00:00,  3.04it/s, bound: 0 | nc: 1 | ncall: 502 | eff(%):  0.398 | loglstar:   -inf < -2447.389 <    inf | logz: -2454.301 +/-  0.118 | dlogz: 2616.633 >  0.010]
3it [00:00,  3.04it/s, bound: 0 | nc: 1 | ncall: 503 | eff(%):  0.596 | loglstar:   -inf < -2195.630 <    inf | logz: -2202.544 +/-  0.118 | dlogz: 2500.583 >  0.010]
4it [00:01,  3.05it/s, bound: 0 | nc: 1 | ncall: 504 | eff(%):  0.794 | loglstar:   -inf < -1081.325 <    inf | logz: -1088.241 +/-  0.118 | dlogz: 2248.824 >  0.010]
5it [00:01,  3.04it/s, bound: 0 | nc: 1 | ncall: 505 | eff(%):  0.990 | loglstar:   -inf < -682.245 <    inf | logz: -689.163 +/-  0.118 | dlogz: 1134.519 >  0.010]  
6it [00:01,  3.05it/s, bound: 0 | nc: 1 | ncall: 506 | eff(%):  1.186 | loglstar:   -inf < -643.301 <    inf | logz: -650.221 +/-  0.118 | dlogz: 735.439 >  0.010] 
7it [00:02,  3.05it/s, bound: 0 | nc: 1 | ncall: 507 | eff(%):  1.381 | loglstar:   -inf < -610.705 <    inf | logz: -617.627 +/-  0.118 | dlogz: 696.495 >  0.010]
8it [00:02,  3.04it/s, bound: 0 | nc: 1 | ncall: 508 | eff(%):  1.575 | loglstar:   -inf < -470.746 <    inf | logz: -477.669 +/-  0.118 | dlogz: 663.899 >  0.010]
9it [00:02,  3.04it/s, bound: 0 | nc: 1 | ncall: 509 | eff(%):  1.768 | loglstar:   -inf < -427.724 <    inf | logz: -434.649 +/-  0.118 | dlogz: 523.940 >  0.010]
10it [00:03,  3.04it/s, bound: 0 | nc: 1 | ncall: 510 | eff(%):  1.961 | loglstar:   -inf < -425.080 <    inf | logz: -431.875 +/-  0.114 | dlogz: 480.917 >  0.010]
11it [00:03,  3.04it/s, bound: 0 | nc: 1 | ncall: 511 | eff(%):  2.153 | loglstar:   -inf < -409.055 <    inf | logz: -415.985 +/-  0.118 | dlogz: 478.141 >  0.010]
12it [00:03,  3.04it/s, bound: 0 | nc: 1 | ncall: 512 | eff(%):  2.344 | loglstar:   -inf < -406.821 <    inf | logz: -413.558 +/-  0.113 | dlogz: 462.249 >  0.010]
13it [00:04,  3.04it/s, bound: 0 | nc: 1 | ncall: 513 | eff(%):  2.534 | loglstar:   -inf < -399.235 <    inf | logz: -406.168 +/-  0.118 | dlogz: 459.821 >  0.010]
14it [00:04,  3.04it/s, bound: 0 | nc: 1 | ncall: 514 | eff(%):  2.724 | loglstar:   -inf < -395.539 <    inf | logz: -402.426 +/-  0.116 | dlogz: 452.428 >  0.010]
15it [00:05,  2.34it/s, bound: 0 | nc: 2 | ncall: 516 | eff(%):  2.907 | loglstar:   -inf < -392.836 <    inf | logz: -399.645 +/-  0.114 | dlogz: 448.684 >  0.010]
16it [00:05,  2.51it/s, bound: 0 | nc: 1 | ncall: 517 | eff(%):  3.095 | loglstar:   -inf < -386.032 <    inf | logz: -392.969 +/-  0.118 | dlogz: 445.901 >  0.010]
17it [00:05,  2.65it/s, bound: 0 | nc: 1 | ncall: 518 | eff(%):  3.282 | loglstar:   -inf < -383.217 <    inf | logz: -390.046 +/-  0.114 | dlogz: 439.224 >  0.010]
18it [00:06,  2.76it/s, bound: 0 | nc: 1 | ncall: 519 | eff(%):  3.468 | loglstar:   -inf < -379.000 <    inf | logz: -385.913 +/-  0.116 | dlogz: 436.298 >  0.010]
19it [00:06,  2.84it/s, bound: 0 | nc: 1 | ncall: 520 | eff(%):  3.654 | loglstar:   -inf < -374.677 <    inf | logz: -381.596 +/-  0.117 | dlogz: 432.163 >  0.010]
20it [00:06,  2.90it/s, bound: 0 | nc: 1 | ncall: 521 | eff(%):  3.839 | loglstar:   -inf < -373.315 <    inf | logz: -379.844 +/-  0.110 | dlogz: 427.844 >  0.010]
21it [00:07,  2.94it/s, bound: 0 | nc: 1 | ncall: 522 | eff(%):  4.023 | loglstar:   -inf < -372.233 <    inf | logz: -378.565 +/-  0.107 | dlogz: 426.090 >  0.010]
22it [00:07,  2.98it/s, bound: 0 | nc: 1 | ncall: 523 | eff(%):  4.207 | loglstar:   -inf < -371.221 <    inf | logz: -377.460 +/-  0.105 | dlogz: 424.809 >  0.010]
23it [00:07,  3.00it/s, bound: 0 | nc: 1 | ncall: 524 | eff(%):  4.389 | loglstar:   -inf < -366.735 <    inf | logz: -373.655 +/-  0.116 | dlogz: 423.702 >  0.010]
24it [00:08,  3.01it/s, bound: 0 | nc: 1 | ncall: 525 | eff(%):  4.571 | loglstar:   -inf < -364.867 <    inf | logz: -371.549 +/-  0.111 | dlogz: 419.895 >  0.010]
25it [00:08,  3.02it/s, bound: 0 | nc: 1 | ncall: 526 | eff(%):  4.753 | loglstar:   -inf < -362.845 <    inf | logz: -369.535 +/-  0.111 | dlogz: 417.787 >  0.010]
26it [00:08,  3.02it/s, bound: 0 | nc: 1 | ncall: 527 | eff(%):  4.934 | loglstar:   -inf < -361.567 <    inf | logz: -368.030 +/-  0.108 | dlogz: 415.771 >  0.010]
27it [00:09,  2.34it/s, bound: 0 | nc: 2 | ncall: 529 | eff(%):  5.104 | loglstar:   -inf < -352.592 <    inf | logz: -359.553 +/-  0.118 | dlogz: 414.264 >  0.010]
28it [00:09,  2.51it/s, bound: 0 | nc: 1 | ncall: 530 | eff(%):  5.283 | loglstar:   -inf < -349.794 <    inf | logz: -356.643 +/-  0.114 | dlogz: 405.785 >  0.010]
29it [00:10,  2.65it/s, bound: 0 | nc: 1 | ncall: 531 | eff(%):  5.461 | loglstar:   -inf < -348.049 <    inf | logz: -354.699 +/-  0.111 | dlogz: 402.873 >  0.010]
30it [00:10,  2.76it/s, bound: 0 | nc: 1 | ncall: 532 | eff(%):  5.639 | loglstar:   -inf < -345.431 <    inf | logz: -352.239 +/-  0.113 | dlogz: 400.928 >  0.010]
31it [00:10,  2.84it/s, bound: 0 | nc: 1 | ncall: 533 | eff(%):  5.816 | loglstar:   -inf < -344.761 <    inf | logz: -350.982 +/-  0.107 | dlogz: 398.465 >  0.010]
32it [00:11,  2.90it/s, bound: 0 | nc: 1 | ncall: 534 | eff(%):  5.993 | loglstar:   -inf < -342.904 <    inf | logz: -349.479 +/-  0.108 | dlogz: 397.207 >  0.010]
33it [00:11,  2.94it/s, bound: 0 | nc: 1 | ncall: 535 | eff(%):  6.168 | loglstar:   -inf < -341.705 <    inf | logz: -348.119 +/-  0.107 | dlogz: 395.701 >  0.010]
34it [00:11,  2.97it/s, bound: 0 | nc: 1 | ncall: 536 | eff(%):  6.343 | loglstar:   -inf < -340.139 <    inf | logz: -346.660 +/-  0.108 | dlogz: 394.377 >  0.010]
35it [00:12,  2.99it/s, bound: 0 | nc: 1 | ncall: 537 | eff(%):  6.518 | loglstar:   -inf < -339.174 <    inf | logz: -345.468 +/-  0.106 | dlogz: 392.916 >  0.010]
