Starting batch job
/oak/stanford/orgs/kipac/users/mahlet/quaia_bias/scripts/sample.py:332: SyntaxWarning: invalid escape sequence '\g'
  print('$M_i\geq{}$'.format(args.Lmax)) #L_bins[args.i], z_bins[args.j], z_bins[args.j+1]))
/oak/stanford/orgs/kipac/users/mahlet/quaia_bias/scripts/sample.py:418: SyntaxWarning: invalid escape sequence '\g'
  fig.suptitle('$M_i\geq{}, {:.1f}<z \leq{:.1f}$'.format(args.Lmax, args.zmin, args.zmax), fontsize = 20, y = 1, x = 0.375)
$M_i\geq-27.0$
2.0<z<=3.0
Pixels masked by MC but not already by selfunc: 1053
G20.5_zmin2.0zmax3.0_Lmax-27.0: 0.37              64747 vs 103123
running new sampler
/oak/stanford/orgs/kipac/users/mahlet/quaia_bias/scripts/sample.py:146: RuntimeWarning: invalid value encountered in power
  n_m = fduty*((bins_m-M0)/M1)**alpha

0it [00:00, ?it/s]
1it [00:00,  3.07it/s, bound: 0 | nc: 1 | ncall: 501 | eff(%):  0.200 | loglstar:   -inf < -4016.772 <    inf | logz: -4023.682 +/-  0.117 | dlogz:    inf >  0.010]
2it [00:00,  3.08it/s, bound: 0 | nc: 1 | ncall: 502 | eff(%):  0.398 | loglstar:   -inf < -2704.078 <    inf | logz: -2710.990 +/-  0.118 | dlogz: 4064.556 >  0.010]
3it [00:00,  3.08it/s, bound: 0 | nc: 1 | ncall: 503 | eff(%):  0.596 | loglstar:   -inf < -2293.349 <    inf | logz: -2300.262 +/-  0.118 | dlogz: 2751.862 >  0.010]
4it [00:01,  3.07it/s, bound: 0 | nc: 1 | ncall: 504 | eff(%):  0.794 | loglstar:   -inf < -2133.643 <    inf | logz: -2140.559 +/-  0.118 | dlogz: 2341.133 >  0.010]
5it [00:01,  3.07it/s, bound: 0 | nc: 1 | ncall: 505 | eff(%):  0.990 | loglstar:   -inf < -1961.314 <    inf | logz: -1968.232 +/-  0.118 | dlogz: 2181.428 >  0.010]
6it [00:01,  3.07it/s, bound: 0 | nc: 1 | ncall: 506 | eff(%):  1.186 | loglstar:   -inf < -1762.852 <    inf | logz: -1769.771 +/-  0.118 | dlogz: 2009.098 >  0.010]
7it [00:02,  3.07it/s, bound: 0 | nc: 1 | ncall: 507 | eff(%):  1.381 | loglstar:   -inf < -1589.444 <    inf | logz: -1596.365 +/-  0.118 | dlogz: 1810.636 >  0.010]
8it [00:02,  3.07it/s, bound: 0 | nc: 1 | ncall: 508 | eff(%):  1.575 | loglstar:   -inf < -1386.340 <    inf | logz: -1393.264 +/-  0.118 | dlogz: 1637.228 >  0.010]
9it [00:02,  3.07it/s, bound: 0 | nc: 1 | ncall: 509 | eff(%):  1.768 | loglstar:   -inf < -1293.011 <    inf | logz: -1299.937 +/-  0.118 | dlogz: 1434.124 >  0.010]
10it [00:03,  3.07it/s, bound: 0 | nc: 1 | ncall: 510 | eff(%):  1.961 | loglstar:   -inf < -863.385 <    inf | logz: -870.312 +/-  0.118 | dlogz: 1340.796 >  0.010] 
11it [00:03,  3.07it/s, bound: 0 | nc: 1 | ncall: 511 | eff(%):  2.153 | loglstar:   -inf < -785.769 <    inf | logz: -792.699 +/-  0.118 | dlogz: 911.169 >  0.010] 
12it [00:03,  3.07it/s, bound: 0 | nc: 1 | ncall: 512 | eff(%):  2.344 | loglstar:   -inf < -774.098 <    inf | logz: -781.030 +/-  0.118 | dlogz: 833.553 >  0.010]
13it [00:04,  3.07it/s, bound: 0 | nc: 1 | ncall: 513 | eff(%):  2.534 | loglstar:   -inf < -720.769 <    inf | logz: -727.703 +/-  0.118 | dlogz: 821.883 >  0.010]
14it [00:04,  3.07it/s, bound: 0 | nc: 1 | ncall: 514 | eff(%):  2.724 | loglstar:   -inf < -536.875 <    inf | logz: -543.811 +/-  0.118 | dlogz: 768.553 >  0.010]
15it [00:05,  2.36it/s, bound: 0 | nc: 2 | ncall: 516 | eff(%):  2.907 | loglstar:   -inf < -527.285 <    inf | logz: -534.223 +/-  0.118 | dlogz: 584.659 >  0.010]
16it [00:05,  2.54it/s, bound: 0 | nc: 1 | ncall: 517 | eff(%):  3.095 | loglstar:   -inf < -438.242 <    inf | logz: -445.181 +/-  0.118 | dlogz: 575.070 >  0.010]
17it [00:05,  2.68it/s, bound: 0 | nc: 1 | ncall: 518 | eff(%):  3.282 | loglstar:   -inf < -398.867 <    inf | logz: -405.809 +/-  0.118 | dlogz: 486.026 >  0.010]
18it [00:06,  2.78it/s, bound: 0 | nc: 1 | ncall: 519 | eff(%):  3.468 | loglstar:   -inf < -396.424 <    inf | logz: -403.207 +/-  0.113 | dlogz: 446.651 >  0.010]
19it [00:06,  2.86it/s, bound: 0 | nc: 1 | ncall: 520 | eff(%):  3.654 | loglstar:   -inf < -395.631 <    inf | logz: -401.891 +/-  0.107 | dlogz: 444.048 >  0.010]
20it [00:06,  2.92it/s, bound: 0 | nc: 1 | ncall: 521 | eff(%):  3.839 | loglstar:   -inf < -380.641 <    inf | logz: -387.589 +/-  0.118 | dlogz: 442.730 >  0.010]
21it [00:07,  2.30it/s, bound: 0 | nc: 2 | ncall: 523 | eff(%):  4.015 | loglstar:   -inf < -380.139 <    inf | logz: -386.295 +/-  0.108 | dlogz: 428.425 >  0.010]
22it [00:07,  2.48it/s, bound: 0 | nc: 1 | ncall: 524 | eff(%):  4.198 | loglstar:   -inf < -376.657 <    inf | logz: -383.514 +/-  0.114 | dlogz: 427.129 >  0.010]
23it [00:08,  2.63it/s, bound: 0 | nc: 1 | ncall: 525 | eff(%):  4.381 | loglstar:   -inf < -375.713 <    inf | logz: -382.069 +/-  0.108 | dlogz: 424.347 >  0.010]
24it [00:08,  2.75it/s, bound: 0 | nc: 1 | ncall: 526 | eff(%):  4.563 | loglstar:   -inf < -375.697 <    inf | logz: -381.324 +/-  0.104 | dlogz: 422.900 >  0.010]
25it [00:08,  2.84it/s, bound: 0 | nc: 1 | ncall: 527 | eff(%):  4.744 | loglstar:   -inf < -373.571 <    inf | logz: -380.077 +/-  0.106 | dlogz: 422.153 >  0.010]
26it [00:09,  2.91it/s, bound: 0 | nc: 1 | ncall: 528 | eff(%):  4.924 | loglstar:   -inf < -371.477 <    inf | logz: -378.162 +/-  0.110 | dlogz: 420.904 >  0.010]
27it [00:09,  2.95it/s, bound: 0 | nc: 1 | ncall: 529 | eff(%):  5.104 | loglstar:   -inf < -368.403 <    inf | logz: -375.263 +/-  0.114 | dlogz: 418.986 >  0.010]
28it [00:09,  2.99it/s, bound: 0 | nc: 1 | ncall: 530 | eff(%):  5.283 | loglstar:   -inf < -358.242 <    inf | logz: -365.205 +/-  0.118 | dlogz: 416.086 >  0.010]
29it [00:10,  3.01it/s, bound: 0 | nc: 1 | ncall: 531 | eff(%):  5.461 | loglstar:   -inf < -357.257 <    inf | logz: -363.664 +/-  0.109 | dlogz: 406.026 >  0.010]
30it [00:10,  3.03it/s, bound: 0 | nc: 1 | ncall: 532 | eff(%):  5.639 | loglstar:   -inf < -350.714 <    inf | logz: -357.678 +/-  0.118 | dlogz: 404.483 >  0.010]
