Starting batch job
/oak/stanford/orgs/kipac/users/mahlet/quaia_bias/scripts/sample.py:332: SyntaxWarning: invalid escape sequence '\g'
  print('$M_i\geq{}$'.format(args.Lmax)) #L_bins[args.i], z_bins[args.j], z_bins[args.j+1]))
/oak/stanford/orgs/kipac/users/mahlet/quaia_bias/scripts/sample.py:418: SyntaxWarning: invalid escape sequence '\g'
  fig.suptitle('$M_i\geq{}, {:.1f}<z \leq{:.1f}$'.format(args.Lmax, args.zmin, args.zmax), fontsize = 20, y = 1, x = 0.375)
$M_i\geq-20.0$
3.0<z<=4.6
Pixels masked by MC but not already by selfunc: 307
G20.5_zmin3.0zmax4.6_Lmax-20.0: 0.23              28043 vs 36458
running new sampler
/oak/stanford/orgs/kipac/users/mahlet/quaia_bias/scripts/sample.py:126: RuntimeWarning: divide by zero encountered in divide
  return fduty/2*special.erfc(np.log(10**M_min/bins)/(np.sqrt(2)*np.log(10)*sigma))
/oak/stanford/orgs/kipac/users/mahlet/quaia_bias/scripts/sample.py:146: RuntimeWarning: invalid value encountered in power
  n_m = fduty*((bins_m-M0)/M1)**alpha

0it [00:00, ?it/s]
1it [00:00,  3.09it/s, bound: 0 | nc: 1 | ncall: 501 | eff(%):  0.200 | loglstar:   -inf < -11994.323 <    inf | logz: -12001.233 +/-  0.117 | dlogz:    inf >  0.010]
2it [00:00,  3.10it/s, bound: 0 | nc: 1 | ncall: 502 | eff(%):  0.398 | loglstar:   -inf < -11778.534 <    inf | logz: -11785.446 +/-  0.118 | dlogz: 12016.244 >  0.010]
3it [00:00,  3.10it/s, bound: 0 | nc: 1 | ncall: 503 | eff(%):  0.596 | loglstar:   -inf < -11714.920 <    inf | logz: -11721.833 +/-  0.118 | dlogz: 11800.455 >  0.010]
4it [00:01,  3.10it/s, bound: 0 | nc: 1 | ncall: 504 | eff(%):  0.794 | loglstar:   -inf < -11704.620 <    inf | logz: -11711.536 +/-  0.118 | dlogz: 11736.840 >  0.010]
5it [00:01,  3.10it/s, bound: 0 | nc: 1 | ncall: 505 | eff(%):  0.990 | loglstar:   -inf < -11421.207 <    inf | logz: -11428.125 +/-  0.118 | dlogz: 11726.541 >  0.010]
6it [00:01,  3.10it/s, bound: 0 | nc: 1 | ncall: 506 | eff(%):  1.186 | loglstar:   -inf < -11173.300 <    inf | logz: -11180.220 +/-  0.118 | dlogz: 11443.128 >  0.010]
7it [00:02,  3.10it/s, bound: 0 | nc: 1 | ncall: 507 | eff(%):  1.381 | loglstar:   -inf < -10952.856 <    inf | logz: -10959.778 +/-  0.118 | dlogz: 11195.221 >  0.010]
8it [00:02,  3.10it/s, bound: 0 | nc: 1 | ncall: 508 | eff(%):  1.575 | loglstar:   -inf < -10942.119 <    inf | logz: -10949.043 +/-  0.118 | dlogz: 10974.777 >  0.010]
9it [00:02,  3.10it/s, bound: 0 | nc: 1 | ncall: 509 | eff(%):  1.768 | loglstar:   -inf < -10924.999 <    inf | logz: -10931.924 +/-  0.118 | dlogz: 10964.040 >  0.010]
10it [00:03,  3.10it/s, bound: 0 | nc: 1 | ncall: 510 | eff(%):  1.961 | loglstar:   -inf < -10460.425 <    inf | logz: -10467.353 +/-  0.118 | dlogz: 10946.919 >  0.010]
11it [00:03,  3.10it/s, bound: 0 | nc: 1 | ncall: 511 | eff(%):  2.153 | loglstar:   -inf < -10441.958 <    inf | logz: -10448.888 +/-  0.118 | dlogz: 10482.346 >  0.010]
12it [00:03,  3.09it/s, bound: 0 | nc: 1 | ncall: 512 | eff(%):  2.344 | loglstar:   -inf < -10114.782 <    inf | logz: -10121.713 +/-  0.118 | dlogz: 10463.879 >  0.010]
13it [00:04,  3.08it/s, bound: 0 | nc: 1 | ncall: 513 | eff(%):  2.534 | loglstar:   -inf < -9794.829 <    inf | logz: -9801.763 +/-  0.118 | dlogz: 10136.702 >  0.010]  
14it [00:04,  3.09it/s, bound: 0 | nc: 1 | ncall: 514 | eff(%):  2.724 | loglstar:   -inf < -9520.271 <    inf | logz: -9527.207 +/-  0.118 | dlogz: 9816.750 >  0.010] 
15it [00:04,  3.09it/s, bound: 0 | nc: 1 | ncall: 515 | eff(%):  2.913 | loglstar:   -inf < -9509.398 <    inf | logz: -9516.336 +/-  0.118 | dlogz: 9542.192 >  0.010]
16it [00:05,  3.09it/s, bound: 0 | nc: 1 | ncall: 516 | eff(%):  3.101 | loglstar:   -inf < -9394.748 <    inf | logz: -9401.688 +/-  0.118 | dlogz: 9531.319 >  0.010]
17it [00:05,  3.09it/s, bound: 0 | nc: 1 | ncall: 517 | eff(%):  3.288 | loglstar:   -inf < -8910.479 <    inf | logz: -8917.421 +/-  0.118 | dlogz: 9416.669 >  0.010]
18it [00:05,  3.09it/s, bound: 0 | nc: 1 | ncall: 518 | eff(%):  3.475 | loglstar:   -inf < -8760.505 <    inf | logz: -8767.449 +/-  0.118 | dlogz: 8932.400 >  0.010]
19it [00:06,  3.09it/s, bound: 0 | nc: 1 | ncall: 519 | eff(%):  3.661 | loglstar:   -inf < -8604.728 <    inf | logz: -8611.674 +/-  0.118 | dlogz: 8782.426 >  0.010]
20it [00:06,  3.09it/s, bound: 0 | nc: 1 | ncall: 520 | eff(%):  3.846 | loglstar:   -inf < -8570.803 <    inf | logz: -8577.751 +/-  0.118 | dlogz: 8626.649 >  0.010]
21it [00:06,  3.09it/s, bound: 0 | nc: 1 | ncall: 521 | eff(%):  4.031 | loglstar:   -inf < -8349.971 <    inf | logz: -8356.921 +/-  0.118 | dlogz: 8592.724 >  0.010]
22it [00:07,  3.09it/s, bound: 0 | nc: 1 | ncall: 522 | eff(%):  4.215 | loglstar:   -inf < -8004.808 <    inf | logz: -8011.760 +/-  0.118 | dlogz: 8371.892 >  0.010]
23it [00:07,  3.09it/s, bound: 0 | nc: 1 | ncall: 523 | eff(%):  4.398 | loglstar:   -inf < -7708.908 <    inf | logz: -7715.862 +/-  0.118 | dlogz: 8026.729 >  0.010]
24it [00:07,  3.09it/s, bound: 0 | nc: 1 | ncall: 524 | eff(%):  4.580 | loglstar:   -inf < -7613.232 <    inf | logz: -7620.188 +/-  0.118 | dlogz: 7730.829 >  0.010]
25it [00:08,  3.09it/s, bound: 0 | nc: 1 | ncall: 525 | eff(%):  4.762 | loglstar:   -inf < -7596.362 <    inf | logz: -7603.319 +/-  0.118 | dlogz: 7635.153 >  0.010]
26it [00:08,  3.09it/s, bound: 0 | nc: 1 | ncall: 526 | eff(%):  4.943 | loglstar:   -inf < -7593.004 <    inf | logz: -7599.896 +/-  0.115 | dlogz: 7618.283 >  0.010]
27it [00:08,  3.10it/s, bound: 0 | nc: 1 | ncall: 527 | eff(%):  5.123 | loglstar:   -inf < -7238.364 <    inf | logz: -7245.326 +/-  0.118 | dlogz: 7614.857 >  0.010]
28it [00:09,  3.09it/s, bound: 0 | nc: 1 | ncall: 528 | eff(%):  5.303 | loglstar:   -inf < -7215.535 <    inf | logz: -7222.499 +/-  0.118 | dlogz: 7260.285 >  0.010]
29it [00:09,  3.10it/s, bound: 0 | nc: 1 | ncall: 529 | eff(%):  5.482 | loglstar:   -inf < -6902.201 <    inf | logz: -6909.167 +/-  0.118 | dlogz: 7237.456 >  0.010]
30it [00:09,  3.09it/s, bound: 0 | nc: 1 | ncall: 530 | eff(%):  5.660 | loglstar:   -inf < -6821.016 <    inf | logz: -6827.984 +/-  0.118 | dlogz: 6924.122 >  0.010]
31it [00:10,  3.09it/s, bound: 0 | nc: 1 | ncall: 531 | eff(%):  5.838 | loglstar:   -inf < -6717.262 <    inf | logz: -6724.232 +/-  0.118 | dlogz: 6842.937 >  0.010]
32it [00:10,  3.09it/s, bound: 0 | nc: 1 | ncall: 532 | eff(%):  6.015 | loglstar:   -inf < -6512.697 <    inf | logz: -6519.669 +/-  0.118 | dlogz: 6739.183 >  0.010]
33it [00:10,  3.09it/s, bound: 0 | nc: 1 | ncall: 533 | eff(%):  6.191 | loglstar:   -inf < -6472.448 <    inf | logz: -6479.422 +/-  0.118 | dlogz: 6534.618 >  0.010]
34it [00:11,  2.38it/s, bound: 0 | nc: 2 | ncall: 535 | eff(%):  6.355 | loglstar:   -inf < -6407.878 <    inf | logz: -6414.854 +/-  0.118 | dlogz: 6494.369 >  0.010]
35it [00:11,  2.55it/s, bound: 0 | nc: 1 | ncall: 536 | eff(%):  6.530 | loglstar:   -inf < -6028.880 <    inf | logz: -6035.858 +/-  0.118 | dlogz: 6429.799 >  0.010]
