Starting batch job
/oak/stanford/orgs/kipac/users/mahlet/quaia_bias/scripts/sample.py:332: SyntaxWarning: invalid escape sequence '\g'
  print('$M_i\geq{}$'.format(args.Lmax)) #L_bins[args.i], z_bins[args.j], z_bins[args.j+1]))
/oak/stanford/orgs/kipac/users/mahlet/quaia_bias/scripts/sample.py:418: SyntaxWarning: invalid escape sequence '\g'
  fig.suptitle('$M_i\geq{}, {:.1f}<z \leq{:.1f}$'.format(args.Lmax, args.zmin, args.zmax), fontsize = 20, y = 1, x = 0.375)
/home/groups/tabel/mahlet/pyccl-env/lib/python3.12/site-packages/mcfit/kernels.py:10: SyntaxWarning: invalid escape sequence '\l'
  """Real deriv is wrt :math:`t`, complex deriv is wrt :math:`\ln t`"""
$M_i\geq-26.0$
3.0<z<=4.6
Pixels masked by MC but not already by selfunc: 307
G20.5_zmin3.0zmax4.6_Lmax-26.0: 0.23              28043 vs 36458
running new sampler
/oak/stanford/orgs/kipac/users/mahlet/quaia_bias/scripts/sample.py:146: RuntimeWarning: invalid value encountered in power
  n_m = fduty*((bins_m-M0)/M1)**alpha

0it [00:00, ?it/s]
1it [00:00,  3.09it/s, bound: 0 | nc: 1 | ncall: 501 | eff(%):  0.200 | loglstar:   -inf < -11547.804 <    inf | logz: -11554.713 +/-  0.117 | dlogz:    inf >  0.010]
2it [00:00,  3.09it/s, bound: 0 | nc: 1 | ncall: 502 | eff(%):  0.398 | loglstar:   -inf < -3457.617 <    inf | logz: -3464.529 +/-  0.118 | dlogz: 11569.655 >  0.010]
3it [00:00,  3.08it/s, bound: 0 | nc: 1 | ncall: 503 | eff(%):  0.596 | loglstar:   -inf < -2832.371 <    inf | logz: -2839.285 +/-  0.118 | dlogz: 3479.469 >  0.010] 
4it [00:01,  3.08it/s, bound: 0 | nc: 1 | ncall: 504 | eff(%):  0.794 | loglstar:   -inf < -1706.465 <    inf | logz: -1713.380 +/-  0.118 | dlogz: 2854.223 >  0.010]
5it [00:01,  3.08it/s, bound: 0 | nc: 1 | ncall: 505 | eff(%):  0.990 | loglstar:   -inf < -1570.902 <    inf | logz: -1577.819 +/-  0.118 | dlogz: 1728.316 >  0.010]
6it [00:01,  3.08it/s, bound: 0 | nc: 1 | ncall: 506 | eff(%):  1.186 | loglstar:   -inf < -1420.870 <    inf | logz: -1427.790 +/-  0.118 | dlogz: 1592.753 >  0.010]
7it [00:02,  3.08it/s, bound: 0 | nc: 1 | ncall: 507 | eff(%):  1.381 | loglstar:   -inf < -1173.321 <    inf | logz: -1180.242 +/-  0.118 | dlogz: 1442.722 >  0.010]
8it [00:02,  3.09it/s, bound: 0 | nc: 1 | ncall: 508 | eff(%):  1.575 | loglstar:   -inf < -1158.742 <    inf | logz: -1165.666 +/-  0.118 | dlogz: 1195.172 >  0.010]
9it [00:03,  2.35it/s, bound: 0 | nc: 2 | ncall: 510 | eff(%):  1.765 | loglstar:   -inf < -824.771 <    inf | logz: -831.697 +/-  0.118 | dlogz: 1180.593 >  0.010]  
10it [00:03,  2.54it/s, bound: 0 | nc: 1 | ncall: 511 | eff(%):  1.957 | loglstar:   -inf < -776.591 <    inf | logz: -783.519 +/-  0.118 | dlogz: 846.623 >  0.010]
11it [00:03,  2.68it/s, bound: 0 | nc: 1 | ncall: 512 | eff(%):  2.148 | loglstar:   -inf < -425.891 <    inf | logz: -432.820 +/-  0.118 | dlogz: 798.443 >  0.010]
12it [00:04,  2.79it/s, bound: 0 | nc: 1 | ncall: 513 | eff(%):  2.339 | loglstar:   -inf < -414.261 <    inf | logz: -421.193 +/-  0.118 | dlogz: 447.742 >  0.010]
13it [00:04,  2.87it/s, bound: 0 | nc: 1 | ncall: 514 | eff(%):  2.529 | loglstar:   -inf < -363.402 <    inf | logz: -370.336 +/-  0.118 | dlogz: 436.113 >  0.010]
14it [00:04,  2.93it/s, bound: 0 | nc: 1 | ncall: 515 | eff(%):  2.718 | loglstar:   -inf < -362.541 <    inf | logz: -368.864 +/-  0.109 | dlogz: 385.254 >  0.010]
15it [00:05,  2.98it/s, bound: 0 | nc: 1 | ncall: 516 | eff(%):  2.907 | loglstar:   -inf < -358.728 <    inf | logz: -365.605 +/-  0.115 | dlogz: 383.779 >  0.010]
16it [00:05,  3.01it/s, bound: 0 | nc: 1 | ncall: 517 | eff(%):  3.095 | loglstar:   -inf < -352.031 <    inf | logz: -358.968 +/-  0.118 | dlogz: 380.519 >  0.010]
17it [00:05,  3.03it/s, bound: 0 | nc: 1 | ncall: 518 | eff(%):  3.282 | loglstar:   -inf < -347.065 <    inf | logz: -353.993 +/-  0.117 | dlogz: 373.880 >  0.010]
18it [00:06,  3.04it/s, bound: 0 | nc: 1 | ncall: 519 | eff(%):  3.468 | loglstar:   -inf < -346.358 <    inf | logz: -352.612 +/-  0.108 | dlogz: 368.902 >  0.010]
19it [00:06,  3.06it/s, bound: 0 | nc: 1 | ncall: 520 | eff(%):  3.654 | loglstar:   -inf < -334.568 <    inf | logz: -341.514 +/-  0.118 | dlogz: 367.519 >  0.010]
20it [00:06,  3.07it/s, bound: 0 | nc: 1 | ncall: 521 | eff(%):  3.839 | loglstar:   -inf < -334.379 <    inf | logz: -340.349 +/-  0.108 | dlogz: 356.420 >  0.010]
21it [00:07,  3.07it/s, bound: 0 | nc: 1 | ncall: 522 | eff(%):  4.023 | loglstar:   -inf < -330.176 <    inf | logz: -337.072 +/-  0.115 | dlogz: 355.253 >  0.010]
22it [00:07,  3.07it/s, bound: 0 | nc: 1 | ncall: 523 | eff(%):  4.207 | loglstar:   -inf < -320.178 <    inf | logz: -327.130 +/-  0.118 | dlogz: 351.974 >  0.010]
23it [00:07,  3.08it/s, bound: 0 | nc: 1 | ncall: 524 | eff(%):  4.389 | loglstar:   -inf < -308.266 <    inf | logz: -315.219 +/-  0.118 | dlogz: 342.030 >  0.010]
24it [00:08,  3.08it/s, bound: 0 | nc: 1 | ncall: 525 | eff(%):  4.571 | loglstar:   -inf < -305.209 <    inf | logz: -312.074 +/-  0.115 | dlogz: 330.270 >  0.010]
25it [00:08,  3.08it/s, bound: 0 | nc: 1 | ncall: 526 | eff(%):  4.753 | loglstar:   -inf < -298.463 <    inf | logz: -305.418 +/-  0.118 | dlogz: 327.123 >  0.010]
26it [00:08,  3.08it/s, bound: 0 | nc: 1 | ncall: 527 | eff(%):  4.934 | loglstar:   -inf < -298.432 <    inf | logz: -304.312 +/-  0.108 | dlogz: 320.465 >  0.010]
27it [00:09,  3.08it/s, bound: 0 | nc: 1 | ncall: 528 | eff(%):  5.114 | loglstar:   -inf < -293.319 <    inf | logz: -300.257 +/-  0.117 | dlogz: 319.357 >  0.010]
28it [00:09,  3.08it/s, bound: 0 | nc: 1 | ncall: 529 | eff(%):  5.293 | loglstar:   -inf < -288.053 <    inf | logz: -295.007 +/-  0.117 | dlogz: 315.300 >  0.010]
29it [00:09,  3.08it/s, bound: 0 | nc: 1 | ncall: 530 | eff(%):  5.472 | loglstar:   -inf < -285.804 <    inf | logz: -292.577 +/-  0.113 | dlogz: 310.047 >  0.010]
30it [00:10,  3.08it/s, bound: 0 | nc: 1 | ncall: 531 | eff(%):  5.650 | loglstar:   -inf < -283.960 <    inf | logz: -290.627 +/-  0.111 | dlogz: 307.616 >  0.010]
31it [00:10,  3.08it/s, bound: 0 | nc: 1 | ncall: 532 | eff(%):  5.827 | loglstar:   -inf < -278.966 <    inf | logz: -285.919 +/-  0.117 | dlogz: 305.664 >  0.010]
32it [00:10,  3.08it/s, bound: 0 | nc: 1 | ncall: 533 | eff(%):  6.004 | loglstar:   -inf < -274.678 <    inf | logz: -281.622 +/-  0.117 | dlogz: 300.954 >  0.010]
33it [00:11,  3.08it/s, bound: 0 | nc: 1 | ncall: 534 | eff(%):  6.180 | loglstar:   -inf < -268.672 <    inf | logz: -275.641 +/-  0.118 | dlogz: 296.655 >  0.010]
34it [00:11,  3.08it/s, bound: 0 | nc: 1 | ncall: 535 | eff(%):  6.355 | loglstar:   -inf < -267.386 <    inf | logz: -273.921 +/-  0.110 | dlogz: 290.672 >  0.010]
35it [00:11,  3.08it/s, bound: 0 | nc: 1 | ncall: 536 | eff(%):  6.530 | loglstar:   -inf < -266.312 <    inf | logz: -272.662 +/-  0.107 | dlogz: 288.949 >  0.010]
36it [00:12,  3.08it/s, bound: 0 | nc: 1 | ncall: 537 | eff(%):  6.704 | loglstar:   -inf < -246.045 <    inf | logz: -253.025 +/-  0.118 | dlogz: 287.689 >  0.010]
37it [00:12,  3.08it/s, bound: 0 | nc: 1 | ncall: 538 | eff(%):  6.877 | loglstar:   -inf < -240.211 <    inf | logz: -247.187 +/-  0.118 | dlogz: 268.049 >  0.010]
38it [00:12,  3.08it/s, bound: 0 | nc: 1 | ncall: 539 | eff(%):  7.050 | loglstar:   -inf < -237.108 <    inf | logz: -244.005 +/-  0.115 | dlogz: 262.209 >  0.010]
39it [00:12,  3.08it/s, bound: 0 | nc: 1 | ncall: 540 | eff(%):  7.222 | loglstar:   -inf < -236.977 <    inf | logz: -242.920 +/-  0.107 | dlogz: 259.026 >  0.010]
40it [00:13,  3.08it/s, bound: 0 | nc: 1 | ncall: 541 | eff(%):  7.394 | loglstar:   -inf < -222.134 <    inf | logz: -229.122 +/-  0.118 | dlogz: 257.939 >  0.010]
41it [00:13,  3.08it/s, bound: 0 | nc: 1 | ncall: 542 | eff(%):  7.565 | loglstar:   -inf < -216.150 <    inf | logz: -223.135 +/-  0.118 | dlogz: 244.139 >  0.010]
42it [00:13,  3.08it/s, bound: 0 | nc: 1 | ncall: 543 | eff(%):  7.735 | loglstar:   -inf < -208.753 <    inf | logz: -215.743 +/-  0.118 | dlogz: 238.149 >  0.010]
43it [00:14,  3.08it/s, bound: 0 | nc: 1 | ncall: 544 | eff(%):  7.904 | loglstar:   -inf < -206.672 <    inf | logz: -213.443 +/-  0.113 | dlogz: 230.756 >  0.010]
44it [00:14,  3.08it/s, bound: 0 | nc: 1 | ncall: 545 | eff(%):  8.073 | loglstar:   -inf < -206.568 <    inf | logz: -212.455 +/-  0.106 | dlogz: 228.453 >  0.010]
45it [00:14,  3.08it/s, bound: 0 | nc: 1 | ncall: 546 | eff(%):  8.242 | loglstar:   -inf < -205.668 <    inf | logz: -211.694 +/-  0.104 | dlogz: 227.464 >  0.010]
46it [00:15,  3.08it/s, bound: 0 | nc: 1 | ncall: 547 | eff(%):  8.410 | loglstar:   -inf < -201.297 <    inf | logz: -208.252 +/-  0.116 | dlogz: 226.701 >  0.010]
47it [00:15,  3.08it/s, bound: 0 | nc: 1 | ncall: 548 | eff(%):  8.577 | loglstar:   -inf < -193.492 <    inf | logz: -200.493 +/-  0.118 | dlogz: 223.257 >  0.010]
48it [00:15,  3.08it/s, bound: 0 | nc: 1 | ncall: 549 | eff(%):  8.743 | loglstar:   -inf < -191.641 <    inf | logz: -198.371 +/-  0.112 | dlogz: 215.496 >  0.010]
49it [00:16,  3.08it/s, bound: 0 | nc: 1 | ncall: 550 | eff(%):  8.909 | loglstar:   -inf < -191.323 <    inf | logz: -197.341 +/-  0.106 | dlogz: 213.372 >  0.010]
50it [00:16,  3.08it/s, bound: 0 | nc: 1 | ncall: 551 | eff(%):  9.074 | loglstar:   -inf < -190.229 <    inf | logz: -196.432 +/-  0.104 | dlogz: 212.339 >  0.010]
51it [00:16,  3.08it/s, bound: 0 | nc: 1 | ncall: 552 | eff(%):  9.239 | loglstar:   -inf < -183.791 <    inf | logz: -190.795 +/-  0.118 | dlogz: 211.429 >  0.010]
52it [00:17,  3.08it/s, bound: 0 | nc: 1 | ncall: 553 | eff(%):  9.403 | loglstar:   -inf < -179.549 <    inf | logz: -186.533 +/-  0.117 | dlogz: 205.790 >  0.010]
53it [00:17,  3.08it/s, bound: 0 | nc: 1 | ncall: 554 | eff(%):  9.567 | loglstar:   -inf < -166.286 <    inf | logz: -173.299 +/-  0.118 | dlogz: 201.525 >  0.010]
54it [00:17,  3.08it/s, bound: 0 | nc: 1 | ncall: 555 | eff(%):  9.730 | loglstar:   -inf < -159.601 <    inf | logz: -166.615 +/-  0.118 | dlogz: 188.290 >  0.010]
55it [00:18,  3.08it/s, bound: 0 | nc: 1 | ncall: 556 | eff(%):  9.892 | loglstar:   -inf < -155.926 <    inf | logz: -162.894 +/-  0.116 | dlogz: 181.603 >  0.010]
56it [00:18,  3.08it/s, bound: 0 | nc: 1 | ncall: 557 | eff(%): 10.054 | loglstar:   -inf < -154.354 <    inf | logz: -161.019 +/-  0.111 | dlogz: 177.880 >  0.010]
57it [00:18,  3.08it/s, bound: 0 | nc: 1 | ncall: 558 | eff(%): 10.215 | loglstar:   -inf < -150.841 <    inf | logz: -157.793 +/-  0.116 | dlogz: 176.003 >  0.010]
58it [00:19,  3.08it/s, bound: 0 | nc: 1 | ncall: 559 | eff(%): 10.376 | loglstar:   -inf < -140.388 <    inf | logz: -147.411 +/-  0.118 | dlogz: 172.775 >  0.010]
59it [00:19,  3.08it/s, bound: 0 | nc: 1 | ncall: 560 | eff(%): 10.536 | loglstar:   -inf < -137.934 <    inf | logz: -144.801 +/-  0.114 | dlogz: 162.392 >  0.010]
60it [00:19,  3.08it/s, bound: 0 | nc: 1 | ncall: 561 | eff(%): 10.695 | loglstar:   -inf < -135.800 <    inf | logz: -142.598 +/-  0.112 | dlogz: 159.780 >  0.010]
61it [00:20,  3.08it/s, bound: 0 | nc: 1 | ncall: 562 | eff(%): 10.854 | loglstar:   -inf < -129.401 <    inf | logz: -136.427 +/-  0.118 | dlogz: 157.575 >  0.010]
62it [00:20,  3.08it/s, bound: 0 | nc: 1 | ncall: 563 | eff(%): 11.012 | loglstar:   -inf < -128.614 <    inf | logz: -134.997 +/-  0.110 | dlogz: 151.402 >  0.010]
63it [00:20,  3.07it/s, bound: 0 | nc: 1 | ncall: 564 | eff(%): 11.170 | loglstar:   -inf < -124.945 <    inf | logz: -131.907 +/-  0.116 | dlogz: 149.970 >  0.010]
64it [00:21,  2.36it/s, bound: 0 | nc: 2 | ncall: 566 | eff(%): 11.307 | loglstar:   -inf < -123.641 <    inf | logz: -130.230 +/-  0.110 | dlogz: 146.877 >  0.010]
65it [00:21,  2.54it/s, bound: 0 | nc: 1 | ncall: 567 | eff(%): 11.464 | loglstar:   -inf < -122.375 <    inf | logz: -128.868 +/-  0.108 | dlogz: 145.198 >  0.010]
66it [00:22,  2.68it/s, bound: 0 | nc: 1 | ncall: 568 | eff(%): 11.620 | loglstar:   -inf < -118.325 <    inf | logz: -125.318 +/-  0.116 | dlogz: 143.835 >  0.010]
67it [00:22,  2.79it/s, bound: 0 | nc: 1 | ncall: 569 | eff(%): 11.775 | loglstar:   -inf < -114.826 <    inf | logz: -121.807 +/-  0.116 | dlogz: 140.283 >  0.010]
68it [00:22,  2.86it/s, bound: 0 | nc: 1 | ncall: 570 | eff(%): 11.930 | loglstar:   -inf < -113.378 <    inf | logz: -120.026 +/-  0.111 | dlogz: 136.770 >  0.010]
69it [00:23,  2.27it/s, bound: 0 | nc: 2 | ncall: 572 | eff(%): 12.063 | loglstar:   -inf < -110.755 <    inf | logz: -117.635 +/-  0.113 | dlogz: 134.987 >  0.010]
70it [00:23,  2.47it/s, bound: 0 | nc: 1 | ncall: 573 | eff(%): 12.216 | loglstar:   -inf < -106.342 <    inf | logz: -113.364 +/-  0.117 | dlogz: 132.593 >  0.010]
71it [00:24,  2.62it/s, bound: 0 | nc: 1 | ncall: 574 | eff(%): 12.369 | loglstar:   -inf < -104.899 <    inf | logz: -111.557 +/-  0.111 | dlogz: 128.320 >  0.010]
72it [00:24,  2.16it/s, bound: 0 | nc: 2 | ncall: 576 | eff(%): 12.500 | loglstar:   -inf < -104.806 <    inf | logz: -110.675 +/-  0.106 | dlogz: 126.512 >  0.010]
73it [00:25,  2.37it/s, bound: 0 | nc: 1 | ncall: 577 | eff(%): 12.652 | loglstar:   -inf < -93.364 <    inf | logz: -100.417 +/-  0.119 | dlogz: 125.628 >  0.010] 
74it [00:25,  2.04it/s, bound: 0 | nc: 2 | ncall: 579 | eff(%): 12.781 | loglstar:   -inf < -83.535 <    inf | logz: -90.591 +/-  0.119 | dlogz: 115.368 >  0.010] 
75it [00:25,  2.27it/s, bound: 0 | nc: 1 | ncall: 580 | eff(%): 12.931 | loglstar:   -inf < -78.890 <    inf | logz: -85.929 +/-  0.118 | dlogz: 105.539 >  0.010]
76it [00:26,  2.46it/s, bound: 0 | nc: 1 | ncall: 581 | eff(%): 13.081 | loglstar:   -inf < -77.895 <    inf | logz: -84.396 +/-  0.110 | dlogz: 100.876 >  0.010]
77it [00:26,  2.62it/s, bound: 0 | nc: 1 | ncall: 582 | eff(%): 13.230 | loglstar:   -inf < -72.709 <    inf | logz: -79.756 +/-  0.118 | dlogz: 99.341 >  0.010] 
78it [00:26,  2.74it/s, bound: 0 | nc: 1 | ncall: 583 | eff(%): 13.379 | loglstar:   -inf < -71.633 <    inf | logz: -78.173 +/-  0.110 | dlogz: 94.698 >  0.010]
79it [00:27,  2.83it/s, bound: 0 | nc: 1 | ncall: 584 | eff(%): 13.527 | loglstar:   -inf < -69.070 <    inf | logz: -75.947 +/-  0.113 | dlogz: 93.114 >  0.010]
80it [00:27,  2.90it/s, bound: 0 | nc: 1 | ncall: 585 | eff(%): 13.675 | loglstar:   -inf < -68.930 <    inf | logz: -74.926 +/-  0.107 | dlogz: 90.886 >  0.010]
81it [00:27,  2.95it/s, bound: 0 | nc: 1 | ncall: 586 | eff(%): 13.823 | loglstar:   -inf < -68.693 <    inf | logz: -74.352 +/-  0.103 | dlogz: 89.863 >  0.010]
82it [00:28,  2.98it/s, bound: 0 | nc: 1 | ncall: 587 | eff(%): 13.969 | loglstar:   -inf < -67.354 <    inf | logz: -73.576 +/-  0.103 | dlogz: 89.287 >  0.010]
